,Factory,Ulke,Sehir,Tarih,Kurulus_tarihi,Veri_analistci_tecrubesi,Isci_sayisi,Isci__memnuniyeti,Aylik_uretim_miktari,Uretim_hizi,Gunluk_uretilen_miktar,Gunluk_calisma_suresi,Max_uretilen_urun,Fabrika_sayisi,Yonetici_sayisi,Kapasite_durumu,Lojistik,Lojistik_tur_sayisi,Kullanilan_makina,Uretim_cesidi,Fabrika_depo_sayisi,Ham_madde_cesidi,Kesikli_uretim,Surekli_uretim,Esnek_uretim,Ceo_degisimi,Toplam_uretilmis_urun,Populerite,Malzeme_kalitesi,Urunbasi_ortalama_maliyet,Urunbasi_ortalama_kar,Max_fiyat,Min_fiyat,Max_kar,Max_zarar,Aylik_toplanti,Vardiya,Calisanlara_mesai,Mola_suresi,Urun_hata_orani,Satislarin_dusme_orani,Ortaklarla_uyum,Tedarikci_zorluk_yasanmasi,Calisan_tecrubesi,Ustabasilarinin_ise_önemvermesi,Patronlarin_donanimi,Kasada_acik_cikmasi,Malzeme_kaybi,Dogal_afetler,Tehcizat_pahaliligi,Makine_pahaliligi,Reklam_yetersizligi,Musteriye_hitap,Ithalat_ihracat_sorunlari,Globallesme_orani,Maaslarda_kesinti_orani,Sosyal_medyayi_kullanma,Yanlis_marka_ismi,Pazar_payi,Is_sagligi_orani,Musteri_hizmetlerinin_ilgisi,Yanlis_strateji,Sermayenin_tukenmesi,Vergi_usulsuzlugu,Is_yerindetorpil,Ortaklik_sorunlari,Dunya_ekonomisi_cokusleri,Yazilim_gelistirmeleri,Calisma_veduzenli_uretim,Muhasebeci_tecrubesi,Devam_durumu
861,Factory862,Turkiye,Rize,12.05.2020,1987,2,2258,2,237000,3,14000,8,237000,15,8,450000,YES,1,15,23,25,4,YES,YES,YES,1,10000000,5,3,523,623,410,320,120,15,7,3,1,1SAAT,2,1,3,1,3,3,5,YES,NO,YES,5,4,YES,4,NO,2,0,YES,NO,3,4,4,NO,NO,NO,NO,NO,NO,5,YES,4,Isliyor
862,Factory863,Turkiye,Gumushane,12.05.2020,1967,3,3456,5,360000,3,11000,8,360000,15,11,420000,YES,3,14,36,13,6,YES,YES,YES,4,15000000,4,1,543,643,415,325,125,22,8,3,1,1SAAT,2,2,2,2,4,1,4,YES,NO,NO,2,3,YES,5,NO,3,0,YES,NO,3,5,5,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
863,Factory864,Turkiye,Malatya,12.05.2020,1987,4,2700,2,420000,5,17000,8,420000,15,6,400000,YES,3,16,43,14,9,NO,YES,YES,5,18000000,2,3,543,643,420,330,130,42,4,2,2,1SAAT,1,1,1,3,3,2,2,NO,NO,NO,1,4,YES,5,NO,5,0,YES,YES,4,4,2,NO,NO,NO,NO,YES,NO,5,YES,2,Isliyor
864,Factory865,Turkiye,Hatay,12.05.2020,2006,2,2010,2,310000,4,12000,8,310000,14,11,340000,YES,3,17,24,24,3,NO,YES,YES,2,12000000,3,4,567,667,408,302,102,50,3,1,3,45DK,2,2,5,1,2,2,3,NO,NO,NO,5,5,NO,5,YES,4,0,YES,NO,5,5,3,NO,NO,NO,NO,NO,NO,3,NO,3,Isliyor
865,Factory866,Turkiye,Kocaeli,12.05.2020,2009,4,4002,4,189000,1,9000,8,189000,12,10,390000,YES,3,18,31,26,5,YES,YES,YES,3,11000000,4,5,587,687,356,264,64,38,2,2,4,45DK,1,3,3,2,3,1,4,NO,NO,NO,4,4,YES,5,YES,2,5,YES,YES,4,3,4,NO,NO,NO,NO,NO,NO,2,NO,4,Isliyor
866,Factory867,Turkiye,K.maras,12.05.2020,1987,5,3578,1,348700,5,6000,8,348700,12,12,510000,YES,3,19,23,5,6,YES,YES,YES,6,24000000,5,1,569,669,498,330,130,21,4,3,2,1SAAT,2,2,4,2,4,0,3,NO,NO,NO,3,3,YES,3,YES,3,3,YES,NO,5,3,5,NO,NO,NO,NO,NO,NO,3,NO,4,Isliyor
867,Factory868,Turkiye,Tokat,12.05.2020,1986,4,1010,0,465000,3,15000,8,465000,13,14,800000,YES,3,15,26,3,4,YES,YES,YES,4,12300000,2,3,568,668,390,290,90,50,5,2,3,1SAAT,3,1,2,1,4,1,5,NO,NO,NO,2,5,YES,2,NO,4,1,YES,NO,4,4,4,NO,NO,NO,NO,YES,NO,4,YES,3,Isliyor
868,Factory869,Turkiye,Samsun,12.05.2020,1999,3,2657,2,276000,4,19800,9,276000,10,15,300000,YES,2,14,37,6,3,YES,YES,YES,5,12400000,3,5,567,667,312,200,0,70,7,3,4,1SAAT,2,2,4,0,5,2,3,NO,NO,YES,1,2,NO,1,NO,3,2,YES,YES,5,5,3,NO,NO,NO,NO,NO,YES,5,YES,4,Isliyor
869,Factory870,Turkiye,Zonguldak,12.05.2020,2015,2,2978,3,165000,3,12600,8,165000,10,9,340000,YES,2,13,5,8,7,YES,YES,YES,1,20000000,5,2,598,698,320,210,10,30,8,3,2,1SAAT,1,4,3,1,3,1,1,YES,NO,NO,5,1,NO,4,NO,5,0,YES,NO,4,5,4,NO,NO,NO,NO,YES,YES,4,YES,5,Isliyor
870,Factory871,Turkiye,Adana,12.05.2020,2012,5,3224,5,340000,5,13400,8,340000,11,7,420000,YES,1,12,9,9,9,YES,YES,YES,2,20000000,4,3,511,611,400,300,100,0,5,2,2,45DK,2,1,2,2,2,2,3,NO,NO,YES,3,1,NO,5,YES,3,0,YES,YES,5,2,5,NO,NO,NO,NO,NO,NO,3,YES,4,Isliyor
871,Factory872,Turkiye,Istanbul,12.05.2020,2009,2,3548,4,330000,4,17545,10,330000,11,10,520000,YES,3,10,11,17,5,YES,YES,YES,3,30000000,2,2,523,623,350,250,50,20,6,1,2,45DK,4,3,5,1,3,1,4,YES,NO,YES,4,1,YES,1,YES,1,0,YES,YES,4,3,5,NO,NO,NO,NO,YES,YES,4,YES,3,Isliyor
872,Factory873,Turkiye,Giresun,12.05.2020,1987,2,2002,1,230000,2,12300,9,230000,11,12,345000,YES,3,13,21,15,4,YES,YES,YES,6,10000000,3,4,543,643,368,240,40,10,4,2,2,45DK,1,2,4,2,5,2,5,YES,NO,NO,2,1,YES,5,YES,3,0,NO,NO,4,4,5,NO,NO,NO,NO,NO,YES,5,YES,3,Isliyor
873,Factory874,Turkiye,Sakarya,12.05.2020,2006,4,3312,3,540000,3,12100,7,540000,11,14,430000,YES,3,16,23,16,6,YES,YES,YES,5,15000000,5,5,543,643,370,270,70,42,3,3,2,1SAAT,3,1,3,1,4,1,3,NO,NO,NO,4,2,YES,2,YES,4,0,YES,NO,4,5,5,NO,NO,NO,NO,NO,YES,2,YES,4,Isliyor
874,Factory875,Turkiye,Ankara,12.05.2020,2009,2,1089,5,570000,4,3500,7,570000,15,9,700000,YES,3,17,26,14,8,YES,YES,YES,8,18000000,4,1,567,667,359,250,50,38,5,2,2,1SAAT,2,2,5,2,2,2,1,NO,NO,NO,3,3,NO,1,YES,5,0,YES,NO,4,4,5,NO,NO,NO,NO,NO,NO,3,YES,5,Isliyor
875,Factory876,Turkiye,Trabzon,12.05.2020,1987,3,3001,4,240000,1,5000,8,240000,14,6,670000,YES,3,22,28,2,4,YES,YES,YES,7,12000000,2,3,587,687,355,252,52,12,6,3,3,1SAAT,1,3,4,1,3,2,3,NO,NO,NO,2,4,NO,5,YES,3,0,YES,NO,4,5,5,NO,NO,YES,NO,NO,NO,4,YES,4,Isliyor
876,Factory877,Turkiye,Rize,12.05.2020,1986,2,2678,3,160000,5,5500,8,160000,15,11,300000,YES,2,26,32,3,6,YES,YES,YES,4,11000000,3,2,569,669,342,263,63,33,3,2,2,45DK,2,1,3,2,5,2,4,NO,NO,YES,5,0,NO,3,YES,1,0,NO,NO,5,4,5,NO,NO,NO,NO,NO,NO,4,YES,3,Isliyor
877,Factory878,Turkiye,Gumushane,12.05.2020,1999,3,2780,5,115000,4,4500,9,115000,19,10,200000,YES,1,23,12,5,3,YES,YES,YES,5,24000000,1,1,568,668,388,233,33,28,2,1,4,45DK,3,2,4,2,4,2,5,YES,NO,YES,4,4,YES,2,YES,3,0,NO,NO,5,5,5,NO,NO,NO,NO,YES,NO,3,YES,4,Isliyor
878,Factory879,Turkiye,Malatya,12.05.2020,2015,5,2657,3,125000,3,12320,10,125000,20,12,150000,YES,3,24,23,9,8,YES,YES,YES,1,12300000,4,4,376,476,410,320,120,15,4,2,5,1SAAT,1,2,5,2,2,1,3,YES,NO,NO,3,0,YES,4,YES,4,0,NO,YES,5,3,5,NO,NO,NO,NO,YES,NO,4,NO,5,Isliyor
879,Factory880,Turkiye,Hatay,12.05.2020,2012,4,2569,4,390000,5,13450,8,390000,14,9,150000,YES,2,25,25,8,5,YES,YES,YES,2,12400000,5,5,365,465,415,325,125,22,5,3,5,1SAAT,2,1,3,2,3,2,2,NO,NO,NO,5,2,YES,5,YES,5,0,YES,NO,5,3,3,NO,NO,NO,NO,NO,NO,5,YES,4,Isliyor
880,Factory881,Turkiye,Kocaeli,12.05.2020,2009,3,2412,2,376000,5,12000,7,376000,10,15,450000,YES,3,29,27,6,3,YES,YES,YES,5,20000000,2,3,431,531,420,330,130,42,7,2,4,1SAAT,2,0,2,1,4,3,5,NO,NO,NO,4,3,YES,1,YES,3,1,YES,YES,5,4,3,NO,NO,NO,NO,NO,NO,4,YES,5,Isliyor
881,Factory882,Turkiye,K.maras,12.05.2020,1980,3,3245,1,346000,5,14000,8,346000,11,11,420000,YES,3,21,32,2,4,YES,YES,YES,6,20000000,3,1,412,512,408,302,102,50,8,1,5,1SAAT,1,1,3,2,3,3,1,NO,NO,NO,3,0,YES,0,NO,2,2,YES,YES,3,5,3,NO,NO,NO,NO,NO,NO,3,YES,4,Isliyor
882,Factory883,Turkiye,Tokat,12.05.2020,1978,5,2156,0,288000,5,11000,10,288000,13,9,400000,YES,3,14,23,1,8,NO,YES,YES,4,30000000,4,4,422,522,356,264,64,38,9,2,4,45DK,0,2,4,3,5,2,3,NO,NO,NO,4,4,YES,5,YES,5,1,NO,NO,2,4,4,NO,NO,NO,NO,YES,NO,3,NO,5,Isliyor
883,Factory884,Turkiye,Samsun,12.05.2020,1989,4,2089,2,356000,5,17000,8,356000,14,21,340000,YES,3,46,34,16,5,NO,YES,NO,2,10000000,3,0,455,555,498,330,130,21,3,3,6,45DK,1,1,3,3,3,1,4,NO,NO,YES,5,0,YES,4,YES,1,2,NO,NO,3,5,5,NO,NO,NO,NO,YES,YES,4,NO,3,Isliyor
884,Factory885,Turkiye,Zonguldak,12.05.2020,1969,3,2004,4,476000,5,12000,8,476000,8,16,390000,YES,3,15,21,5,4,YES,YES,NO,5,15000000,2,3,476,576,390,290,90,50,4,2,5,45DK,2,2,2,2,1,2,5,YES,NO,YES,3,3,YES,5,YES,3,3,NO,NO,4,4,4,NO,NO,NO,NO,YES,YES,5,NO,3,Isliyor
885,Factory886,Turkiye,Adana,12.05.2020,2000,5,2009,5,610000,4,9000,8,610000,12,4,510000,YES,3,38,20,4,3,YES,YES,YES,1,18000000,5,2,487,587,312,200,0,70,5,3,4,1SAAT,1,1,3,1,3,3,2,YES,NO,NO,2,0,YES,5,NO,4,1,YES,NO,5,5,5,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
886,Factory887,Turkiye,Istanbul,12.05.2020,1988,3,3125,4,240000,3,6000,8,240000,11,3,800000,YES,3,21,21,3,6,YES,YES,YES,1,12000000,4,5,499,599,320,210,10,30,6,3,3,1SAAT,2,2,4,2,4,1,1,NO,NO,YES,3,1,YES,5,NO,5,2,YES,YES,4,4,4,NO,NO,NO,NO,NO,YES,3,YES,5,Isliyor
887,Factory888,Turkiye,Giresun,12.05.2020,1999,4,3689,3,298000,3,15000,8,298000,15,5,300000,YES,3,24,12,6,7,YES,YES,YES,1,11000000,5,0,487,587,400,300,100,0,7,3,6,1SAAT,1,1,3,3,5,1,5,YES,NO,NO,4,0,YES,5,NO,2,1,YES,YES,3,5,5,NO,NO,YES,NO,NO,YES,4,YES,5,Isliyor
888,Factory889,Turkiye,Sakarya,12.05.2020,1996,2,3994,2,398000,3,19800,8,398000,10,11,340000,YES,3,16,23,10,9,YES,YES,YES,0,24000000,1,5,455,555,350,250,50,20,3,2,5,45DK,2,2,2,1,3,4,4,NO,NO,NO,3,3,NO,5,YES,1,0,YES,NO,4,4,3,NO,NO,NO,NO,NO,YES,5,NO,2,Isliyor
889,Factory890,Turkiye,Ankara,12.05.2020,1995,4,4015,5,488000,2,12600,8,488000,10,12,420000,YES,3,11,26,11,5,YES,YES,YES,3,12300000,3,3,467,567,368,240,40,10,2,2,4,45DK,1,2,3,1,1,3,3,NO,NO,NO,2,0,YES,5,YES,5,0,YES,NO,5,4,3,NO,NO,NO,NO,NO,NO,4,NO,3,Isliyor
890,Factory891,Turkiye,Trabzon,12.05.2020,1993,3,1082,2,237000,3,13400,8,237000,10,7,520000,YES,3,12,4,5,4,YES,YES,YES,6,12400000,2,0,487,587,370,270,70,42,1,1,3,1SAAT,2,2,4,4,3,2,2,NO,NO,NO,3,0,YES,5,YES,4,0,YES,NO,2,4,3,NO,NO,NO,NO,YES,NO,5,NO,4,Isliyor
891,Factory892,Turkiye,Rize,12.05.2020,1987,5,3659,2,360000,3,17545,8,360000,10,14,345000,YES,3,14,7,6,6,YES,YES,YES,5,20000000,4,2,478,578,359,250,50,38,5,3,4,1SAAT,2,2,4,3,4,1,1,NO,NO,YES,4,0,YES,5,NO,3,0,YES,NO,3,4,3,NO,NO,NO,NO,NO,NO,4,YES,5,Isliyor
892,Factory893,Turkiye,Gumushane,12.05.2020,1995,3,4203,4,420000,3,12300,8,420000,12,16,430000,YES,3,13,6,1,7,YES,YES,YES,4,20000000,5,0,467,567,355,252,52,12,6,3,5,1SAAT,2,1,5,2,5,2,5,YES,NO,NO,3,0,NO,5,NO,2,0,YES,NO,4,4,4,NO,NO,NO,NO,YES,NO,5,YES,4,Isliyor
893,Factory894,Turkiye,Malatya,12.05.2020,1987,4,2658,1,310000,5,12100,8,310000,14,17,700000,YES,3,15,9,12,5,YES,YES,YES,0,30000000,5,3,478,578,342,263,63,33,8,3,6,1SAAT,2,2,3,1,3,2,3,NO,NO,YES,2,4,NO,5,NO,1,2,YES,YES,4,5,5,NO,NO,NO,NO,NO,NO,3,YES,5,Isliyor
894,Factory895,Turkiye,Hatay,12.05.2020,1977,2,2698,0,189000,4,3500,8,189000,15,9,670000,YES,3,18,8,14,4,YES,YES,YES,2,10000000,4,1,498,598,388,233,33,28,4,2,3,45DK,1,3,2,2,2,2,4,YES,NO,NO,3,3,NO,5,YES,5,3,YES,YES,3,5,4,NO,NO,NO,NO,NO,NO,3,YES,4,Isliyor
895,Factory896,Turkiye,Kocaeli,12.05.2020,1983,3,2689,2,348700,1,5000,8,348700,16,10,300000,YES,2,17,12,5,6,YES,YES,NO,8,15000000,5,0,487,587,410,320,120,15,5,3,2,45DK,2,3,3,2,5,2,2,NO,NO,NO,4,2,YES,3,YES,3,1,YES,NO,4,5,5,NO,NO,YES,NO,NO,NO,4,YES,5,Isliyor
896,Factory897,Turkiye,K.maras,12.05.2020,1984,4,3001,3,465000,5,5500,8,465000,17,10,200000,YES,2,14,11,6,7,YES,YES,NO,6,18000000,5,4,455,555,415,325,125,22,3,2,3,45DK,3,2,5,2,1,1,4,NO,NO,YES,4,3,YES,4,YES,4,0,NO,YES,5,5,4,NO,NO,NO,NO,YES,NO,5,YES,3,Isliyor
897,Factory898,Turkiye,Tokat,12.05.2020,1989,2,3016,5,276000,3,4500,8,276000,10,9,150000,YES,3,13,21,7,3,YES,YES,YES,3,12000000,5,0,432,532,420,330,130,42,7,3,4,1SAAT,3,1,4,2,3,2,3,YES,NO,NO,5,1,YES,5,YES,2,0,YES,NO,4,5,2,NO,NO,YES,NO,YES,NO,5,YES,3,Isliyor
898,Factory899,Turkiye,Samsun,12.05.2020,1990,4,3259,4,165000,4,12320,8,165000,9,12,150000,YES,3,15,23,9,4,YES,YES,NO,5,11000000,5,5,465,565,408,302,102,50,6,2,3,1SAAT,2,2,2,1,4,1,2,NO,NO,NO,3,0,NO,5,YES,4,0,YES,NO,3,3,3,NO,NO,NO,NO,NO,YES,2,YES,4,Isliyor
899,Factory900,Turkiye,Zonguldak,12.05.2020,1965,5,1658,1,340000,3,13450,8,340000,11,13,450000,YES,3,14,26,8,6,YES,YES,NO,4,24000000,2,2,487,587,356,264,64,38,5,1,2,1SAAT,1,3,3,2,5,2,5,YES,NO,NO,2,4,NO,5,YES,3,0,YES,NO,3,2,4,NO,NO,NO,NO,NO,YES,3,YES,5,Isliyor
900,Factory901,Turkiye,Adana,12.05.2020,1967,4,2258,3,330000,5,12000,8,330000,15,14,420000,YES,3,16,21,5,8,YES,YES,YES,2,12300000,4,1,467,567,498,330,130,21,3,2,2,45DK,2,1,5,1,2,3,4,YES,NO,NO,3,2,NO,5,YES,2,0,NO,NO,4,3,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
901,Factory902,Turkiye,Istanbul,12.05.2020,1987,3,3456,5,230000,4,14000,9,230000,14,8,400000,YES,3,17,12,68,9,NO,YES,YES,4,12400000,2,0,487,587,390,290,90,50,8,3,4,45DK,3,1,4,2,1,2,3,NO,NO,YES,5,1,YES,2,YES,5,2,NO,YES,5,4,5,NO,NO,NO,NO,YES,YES,5,YES,5,Isliyor
902,Factory903,Turkiye,Giresun,12.05.2020,1977,2,2700,4,540000,2,11000,10,540000,16,11,340000,YES,3,18,23,6,5,NO,YES,YES,2,20000000,4,3,498,598,312,200,0,70,7,3,5,1SAAT,1,4,2,3,5,1,5,NO,NO,NO,4,0,YES,3,YES,4,3,NO,NO,4,5,5,NO,NO,NO,NO,NO,YES,4,NO,4,Isliyor
903,Factory904,Turkiye,Sakarya,12.05.2020,1976,5,2010,3,570000,3,17000,10,570000,14,6,390000,YES,3,19,26,15,6,YES,YES,YES,5,20000000,3,4,512,612,320,210,10,30,5,3,3,1SAAT,1,3,3,2,4,2,4,NO,NO,YES,2,4,YES,4,YES,3,4,YES,YES,3,4,5,NO,NO,NO,NO,YES,YES,5,YES,5,Isliyor
904,Factory905,Turkiye,Ankara,12.05.2020,1987,2,4002,5,240000,4,12000,8,240000,14,11,510000,YES,3,15,4,14,3,YES,YES,YES,3,30000000,4,0,523,623,400,300,100,0,4,3,2,1SAAT,4,2,4,1,3,4,3,NO,NO,NO,3,3,YES,1,YES,5,5,YES,NO,4,3,5,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
905,Factory906,Turkiye,Trabzon,12.05.2020,1967,2,3578,3,160000,1,9000,8,160000,14,10,800000,YES,1,14,7,11,4,YES,YES,YES,7,10000000,3,5,567,667,350,250,50,20,3,3,4,1SAAT,3,1,3,2,2,1,4,NO,NO,NO,5,2,YES,2,NO,4,0,YES,NO,5,4,5,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
906,Factory907,Turkiye,Rize,12.05.2020,1999,4,1010,4,115000,5,6000,9,115000,16,12,300000,YES,3,13,6,10,6,YES,YES,YES,3,15000000,4,3,598,698,368,240,40,10,8,3,5,45DK,2,2,5,4,1,3,5,NO,NO,YES,4,1,YES,3,YES,3,0,NO,YES,4,5,5,NO,NO,NO,NO,NO,NO,3,NO,4,Isliyor
907,Factory908,Turkiye,Gumushane,12.05.2020,2001,2,2657,2,125000,4,15000,8,125000,15,14,340000,YES,3,12,9,12,9,YES,YES,YES,3,18000000,4,1,511,611,370,270,70,42,5,2,2,45DK,1,2,3,1,5,2,3,YES,NO,NO,2,0,YES,4,YES,4,0,NO,NO,5,2,5,NO,NO,NO,NO,NO,NO,3,NO,4,Isliyor
908,Factory909,Turkiye,Malatya,12.05.2020,2002,3,2978,1,390000,3,19800,8,390000,12,15,420000,YES,3,10,8,1,3,YES,YES,YES,3,12000000,4,2,523,623,359,250,50,38,6,3,3,45DK,2,2,1,3,3,1,2,NO,NO,YES,2,5,YES,4,YES,5,0,NO,YES,4,3,5,NO,NO,NO,NO,NO,NO,4,NO,4,Isliyor
909,Factory910,Turkiye,Hatay,12.05.2020,1963,2,3224,0,376000,5,12600,8,376000,13,9,520000,YES,3,13,12,8,5,YES,YES,YES,2,11000000,3,4,543,643,355,252,52,12,3,2,4,1SAAT,2,2,3,2,4,2,3,YES,NO,YES,3,3,YES,4,NO,3,1,YES,YES,5,4,4,NO,NO,NO,NO,NO,NO,5,YES,4,Isliyor
910,Factory911,Turkiye,Kocaeli,12.05.2020,1956,3,3548,2,346000,5,13400,8,346000,14,7,345000,YES,3,16,11,9,6,YES,YES,YES,1,24000000,3,5,543,643,342,263,63,33,2,3,2,1SAAT,2,1,4,1,2,3,4,YES,NO,NO,4,2,YES,4,NO,2,3,YES,NO,3,4,3,NO,NO,NO,NO,NO,NO,4,YES,4,Isliyor
911,Factory912,Turkiye,K.maras,12.05.2020,1967,5,2002,4,288000,5,17545,8,288000,15,10,430000,YES,3,17,21,6,4,YES,YES,YES,4,12300000,5,0,567,667,388,233,33,28,9,2,1,1SAAT,2,2,5,2,4,1,3,NO,NO,NO,3,1,YES,4,NO,3,4,YES,NO,3,3,0,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
912,Factory913,Turkiye,Tokat,12.05.2020,1988,4,3312,5,356000,5,12300,8,356000,16,12,700000,YES,2,22,12,20,3,YES,YES,YES,5,12400000,5,3,587,687,410,320,120,15,8,3,1,45DK,1,1,3,3,3,2,2,NO,NO,NO,2,0,NO,5,YES,4,2,YES,NO,4,4,0,NO,NO,NO,NO,YES,NO,4,YES,5,Isliyor
913,Factory914,Turkiye,Samsun,12.05.2020,1977,3,1089,4,476000,5,12100,8,476000,12,14,670000,YES,2,26,23,25,7,YES,YES,YES,2,20000000,4,5,569,669,415,325,125,22,5,2,2,45DK,2,2,1,1,2,2,3,NO,NO,NO,3,5,YES,3,YES,3,0,YES,NO,5,5,2,NO,NO,NO,NO,NO,YES,5,YES,5,Isliyor
914,Factory915,Turkiye,Zonguldak,12.05.2020,1999,3,3001,3,610000,5,3500,8,610000,18,9,300000,YES,1,23,26,13,9,YES,YES,YES,3,20000000,1,4,568,668,420,330,130,42,3,3,3,1SAAT,1,3,3,2,5,1,4,NO,NO,NO,4,4,YES,4,YES,2,0,YES,NO,5,4,3,NO,NO,NO,NO,NO,YES,4,YES,5,Isliyor
915,Factory916,Turkiye,Adana,12.05.2020,2000,5,2678,2,240000,4,5000,8,240000,10,15,200000,YES,3,24,4,14,5,YES,YES,YES,6,30000000,4,3,432,532,408,302,102,50,2,2,4,1SAAT,2,2,4,2,4,0,3,YES,NO,NO,4,3,YES,5,NO,3,0,YES,NO,2,3,4,NO,NO,NO,NO,NO,NO,5,YES,5,Isliyor
916,Factory917,Turkiye,Istanbul,12.05.2020,2001,4,2780,5,298000,3,5500,8,298000,11,11,150000,YES,3,25,7,24,4,YES,YES,YES,4,10000000,2,4,465,565,356,264,64,38,7,3,2,1SAAT,3,1,5,1,3,1,2,YES,NO,YES,5,1,NO,4,NO,4,2,YES,YES,3,3,5,NO,NO,NO,NO,YES,YES,4,YES,3,Isliyor
917,Factory918,Turkiye,Giresun,12.05.2020,2002,3,2657,2,398000,3,4500,9,398000,12,9,150000,YES,3,29,6,26,6,YES,YES,YES,5,15000000,3,5,487,587,498,330,130,21,5,3,3,1SAAT,2,2,3,0,5,2,3,NO,NO,NO,3,0,NO,5,NO,3,1,YES,NO,4,4,3,NO,NO,NO,NO,YES,YES,4,NO,2,Isliyor
918,Factory919,Turkiye,Sakarya,12.05.2020,1987,5,2569,2,488000,3,12320,8,488000,13,21,450000,YES,3,21,9,5,8,YES,YES,YES,1,18000000,5,2,467,567,390,290,90,50,4,3,4,45DK,1,4,2,1,4,1,4,NO,NO,YES,2,0,NO,4,YES,2,0,YES,YES,5,5,4,NO,NO,YES,NO,YES,YES,4,YES,3,Isliyor
919,Factory920,Turkiye,Ankara,12.05.2020,1988,3,2412,4,237000,2,13450,8,237000,14,16,420000,YES,3,14,8,3,4,YES,YES,YES,2,12000000,4,4,487,587,312,200,0,70,3,3,2,45DK,2,1,5,2,3,2,4,NO,NO,YES,3,0,YES,5,YES,3,0,YES,YES,4,4,5,NO,NO,NO,NO,YES,NO,4,YES,4,Isliyor
920,Factory921,Turkiye,Trabzon,12.05.2020,1999,4,3245,1,360000,3,12000,10,360000,15,4,400000,YES,2,46,12,6,6,NO,YES,YES,3,11000000,2,5,498,598,320,210,10,30,8,3,2,45DK,4,3,1,1,4,1,5,NO,NO,NO,5,0,YES,3,YES,4,0,NO,NO,5,3,4,NO,NO,NO,NO,NO,NO,4,YES,5,Isliyor
921,Factory922,Turkiye,Rize,12.05.2020,1976,2,2156,0,420000,3,14000,9,420000,15,3,340000,YES,1,15,11,8,3,NO,YES,YES,6,24000000,5,2,512,612,400,300,100,0,9,3,2,1SAAT,1,2,3,2,5,2,3,NO,NO,NO,4,4,YES,4,YES,4,0,YES,NO,4,4,5,NO,NO,NO,NO,NO,NO,5,NO,4,Isliyor
922,Factory923,Turkiye,Gumushane,12.05.2020,2003,4,2089,2,310000,3,11000,7,310000,15,5,390000,YES,3,38,5,9,8,YES,YES,YES,5,12300000,4,1,523,623,350,250,50,20,4,3,2,1SAAT,3,1,4,1,3,1,2,YES,NO,NO,2,3,NO,5,YES,5,3,YES,NO,5,5,0,NO,NO,NO,NO,NO,NO,5,NO,3,Isliyor
923,Factory924,Turkiye,Malatya,12.05.2020,1967,3,2004,3,189000,5,17000,7,189000,14,11,510000,YES,2,21,9,17,5,YES,YES,YES,8,12400000,3,3,567,667,368,240,40,10,1,3,2,1SAAT,2,2,5,2,2,2,3,YES,NO,NO,3,2,NO,4,YES,3,4,YES,NO,3,4,0,NO,NO,NO,NO,NO,NO,5,NO,4,Isliyor
924,Factory925,Turkiye,Hatay,12.05.2020,2005,5,2009,5,348700,4,12000,8,348700,12,12,800000,YES,3,24,11,15,3,NO,YES,YES,7,20000000,5,4,598,698,370,270,70,42,4,3,2,45DK,1,3,2,1,3,2,5,NO,NO,YES,5,5,NO,5,YES,2,2,NO,YES,3,5,0,NO,NO,NO,NO,YES,NO,5,YES,5,Isliyor
925,Factory926,Turkiye,Kocaeli,12.05.2020,2010,3,3125,4,465000,1,9000,8,465000,12,7,300000,YES,3,16,21,16,4,YES,YES,YES,4,20000000,4,5,511,611,359,250,50,38,6,3,3,45DK,2,1,1,2,4,2,4,YES,NO,YES,4,3,YES,5,YES,3,3,NO,YES,4,4,4,NO,NO,NO,NO,NO,NO,5,YES,2,Isliyor
926,Factory927,Turkiye,K.maras,12.05.2020,1956,4,3689,1,276000,5,6000,9,276000,13,14,340000,YES,3,11,23,14,8,YES,YES,YES,5,30000000,2,2,523,623,355,252,52,12,7,3,2,1SAAT,3,2,5,2,3,2,2,NO,NO,NO,2,2,YES,5,YES,5,4,NO,NO,5,5,5,NO,NO,NO,NO,YES,NO,3,YES,3,Isliyor
927,Factory928,Turkiye,Tokat,12.05.2020,1976,2,3994,3,165000,3,15000,10,165000,10,16,420000,YES,3,12,26,2,5,YES,YES,YES,1,10000000,3,4,543,643,342,263,63,33,4,3,4,1SAAT,1,2,4,2,2,1,3,NO,NO,NO,3,4,YES,5,YES,4,1,YES,NO,4,3,4,NO,NO,NO,NO,NO,NO,2,NO,4,Isliyor
928,Factory929,Turkiye,Samsun,12.05.2020,1986,3,4015,5,340000,4,19800,8,340000,10,17,520000,YES,3,14,28,3,4,YES,YES,NO,2,15000000,4,5,543,643,388,233,33,28,3,2,5,1SAAT,2,1,3,2,3,2,5,NO,NO,NO,4,3,YES,3,YES,2,1,YES,NO,5,3,5,NO,NO,NO,NO,NO,YES,3,NO,4,Isliyor
